,Bestandskonto_X,Bestandskonto_nan,Bewertungsklasse_nan,Bewertungsklasse_3000.0,Einzelpostenanzeige moeglich_X,Einzelpostenanzeige moeglich_nan,Erfolgskontentyp_nan,Erfolgskontentyp_X,Geschaeftsbereich_nan,Geschaeftsbereich_1.0,Gruppenkennzeichen_0,Gruppenkennzeichen_1,KZ EKBE_nan,KZ EKBE_X,Kennzeichen: Posten nicht kopierbar ?_nan,Kennzeichen: Posten nicht kopierbar ?_X,Kostenstelle_nan,Kostenstelle_AA,Kreditkontr_Bereich_nan,Kreditkontr_Bereich_AA,Laufende Kontierung_nan,Laufende Kontierung_0.0,PartnerPrctr_nan,PartnerPrctr_AA,Profitcenter_nan,Profitcenter_AA,Rechnungsbezug_nan,Rechnungsbezug_V,Soll/Haben-Kennz__S,Soll/Haben-Kennz__H,Sperrgrund Menge_nan,Steuerkennzeichen_nan,Steuerkennzeichen_XI,Bewertungskreis_nan,Bewertungskreis_AA,Steuerstandort_nan,Steuerstandort_DE0000000,Umsatzwirksam_nan,Umsatzwirksam_X,Verwaltung offener Posten_nan,Verwaltung offener Posten_X,Werk_nan,Werk_AA,Zahlungsbedingung_nan,Zahlungsbedingung_1.0,Zahlungssperre_nan,Zahlungssperre_R,Alternative Kontonummer_113300.0,Alternative Kontonummer_70000.0,Alternative Kontonummer_nan,Alternative Kontonummer_113101.0,Alternative Kontonummer_191100.0,Alternative Kontonummer_160000.0,Alternative Kontonummer_792000.0,Alternative Kontonummer_895000.0,Alternative Kontonummer_400000.0,Alternative Kontonummer_500000.0,Alternative Kontonummer_510000.0,Alternative Kontonummer_520000.0,Alternative Kontonummer_478100.0,Alternative Kontonummer_476900.0,Alternative Kontonummer_140000.0,Alternative Kontonummer_800000.0,Basismengeneinheit_nan,Basismengeneinheit_KG,Basismengeneinheit_ST,BestPreisMngEinheit_nan,BestPreisMngEinheit_KG,BestPreisMngEinheit_ST,Bestandsbuchung_nan,Bestandsbuchung_0.0,Bestellmengeneinheit_nan,Bestellmengeneinheit_KG,Bestellmengeneinheit_ST,Buchungsschluessel_40,Buchungsschluessel_50,Buchungsschluessel_89,Buchungsschluessel_96,Buchungsschluessel_31,Buchungsschluessel_86,Buchungsschluessel_91,Buchungsschluessel_99,Buchungsschluessel_81,Buchungsschluessel_1,Buchungsschluessel_11,Buchungsschluessel_21,Buchungsschluessel_83,Buchungszeilen-Id_nan,Buchungszeilen-Id_M,Buchungszeilen-Id_W,Buchungszeilen-Id_S,ErfassungsMngEinh_nan,ErfassungsMngEinh_KG,ErfassungsMngEinh_ST,Hauptbuchkonto_113300,Hauptbuchkonto_70000,Hauptbuchkonto_1000,Hauptbuchkonto_2000,Hauptbuchkonto_11000,Hauptbuchkonto_113101,Hauptbuchkonto_300000,Hauptbuchkonto_191100,Hauptbuchkonto_160000,Hauptbuchkonto_792000,Hauptbuchkonto_895000,Hauptbuchkonto_400000,Hauptbuchkonto_472000,Hauptbuchkonto_211120,Hauptbuchkonto_2010,Hauptbuchkonto_211130,Hauptbuchkonto_11010,Hauptbuchkonto_500000,Hauptbuchkonto_510000,Hauptbuchkonto_520000,Hauptbuchkonto_478100,Hauptbuchkonto_476900,Hauptbuchkonto_893010,Hauptbuchkonto_140000,Hauptbuchkonto_800000,Hauptbuchkonto_477036,Hauptbuchkonto_477035,Hauptbuchkonto_477034,Hauptbuchkonto_232500,Kontoart_S,Kontoart_M,Kontoart_K,Kontoart_D,Kostenart_nan,Kostenart_895000.0,Kostenart_400000.0,Kostenart_472000.0,Kostenart_211120.0,Kostenart_211130.0,Kostenart_500000.0,Kostenart_510000.0,Kostenart_520000.0,Kostenart_478100.0,Kostenart_476900.0,Kostenart_800000.0,Kostenart_477036.0,Kostenart_477035.0,Kostenart_477034.0,Kostenart_232500.0,Kreditor_nan,Kreditor_V01,Kreditor_V02,Material_nan,Material_AA-R01,Material_AA-R02,Material_AA-R03,Material_AA-R04,Material_AA-R05,Material_AA-R06,Material_AA-P01,Material_AA-P02,Material_AA-F12,Material_AA-F16,Material_AA-F15,Preissteuerung_nan,Preissteuerung_V,Preissteuerung_S,Sachkonto_nan,Sachkonto_160000.0,Sachkonto_140000.0,Vorgang_nan,Vorgang_BSX,Vorgang_WRX,Vorgang_KBS,Vorgang_GBB,Vorgang_UMB,Vorgangsart GL_RFBU,Vorgangsart GL_RMWE,Vorgangsart GL_RMRP,Vorgangsart GL_RMRU,Vorgangsart GL_RMWL,Vorgangsart GL_SD00,Vorgangsart GL_RMPR,Wertestring_nan,Wertestring_WE01,Wertestring_RE01,Wertestring_WF01,Wertestring_WA01,Wertestring_RE14,Betrag Hauswaehr_-inf_376,Betrag Hauswaehr_376_1139,Betrag Hauswaehr_1139_2303,Betrag Hauswaehr_2303_49440,Betrag Hauswaehr_49440_inf,Betrag Hauswaehr_0,Betrag_-inf_2079,Betrag_2079_10304,Betrag_10304_23520,Betrag_23520_145770,Betrag_145770_inf,Betrag_0,Betrag_5_-inf_-1277,Betrag_5_-1277_-1012,Betrag_5_-1012_-787,Betrag_5_-787_36740,Betrag_5_36740_inf,Betrag_5_0,Gesamtbestand_-inf_1600,Gesamtbestand_1600_17067,Gesamtbestand_17067_74400,Gesamtbestand_74400_306000,Gesamtbestand_306000_inf,Gesamtbestand_0,Gesamtwert_-inf_2908,Gesamtwert_2908_25760,Gesamtwert_25760_55915,Gesamtwert_55915_198196,Gesamtwert_198196_inf,Gesamtwert_0,Kreditkontr_betrag_-inf_757,Kreditkontr_betrag_757_2331,Kreditkontr_betrag_2331_4469,Kreditkontr_betrag_4469_8646,Kreditkontr_betrag_8646_inf,Kreditkontr_betrag_0,Menge in BPME_-inf_900,Menge in BPME_900_9000,Menge in BPME_9000_36867,Menge in BPME_36867_128000,Menge in BPME_128000_inf,Menge in BPME_0,Menge in ErfassME_-inf_204,Menge in ErfassME_204_460,Menge in ErfassME_460_525,Menge in ErfassME_525_62400,Menge in ErfassME_62400_inf,Menge in ErfassME_0,Menge_-inf_204,Menge_204_455,Menge_455_513,Menge_513_44000,Menge_44000_inf,Menge_0,Skontobasis_-inf_688,Skontobasis_688_2345,Skontobasis_2345_4540,Skontobasis_4540_62720,Skontobasis_62720_inf,Skontobasis_0
8757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00045597069397927356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00028681029242798355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007322093444235541,0.0,0.0,0.0,-0.002755244061539524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00025306152223492106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00039248282595740256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010925483227420506,0.0,0.0,0.0,0.0,0.0,0.0,-0.0028379842170420844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019469740390233722,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023681814225313,0.0,-0.00023763912202040495,0.0,0.0,0.0,0.0,0.0,0.0,-0.00397594748389317,0.0,0.0,0.0,0.0,0.0,-0.002223959949028907,0.0,0.0,0.0,0.0,0.0,-0.001816959119140961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003735647616190966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014436640400526234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00046265986286619107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002335145036500368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005592299082649707,0.0,0.0,0.0,-0.0025690096469688957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00027934252032449716,0.0,0.0,-0.0001328099575578054,0.0,0.0,-0.0010385166890178286,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029190184363565254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019780765040310153,0.0,0.0,0.0,0.0,0.0,0.0,-0.002165709111649523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00403658774572201,0.0,0.0,0.0,0.0,0.0,-0.0021516006498060597,0.0,0.0,0.0,0.0,0.0,-0.002044088318396097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00036861250814466083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00028266555187383014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008483994187900193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00032225198436892054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007079990315607128,0.0,0.0,0.0,0.0,-0.0025944674358502617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00027985135332370603,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001600413558037351,0.0,0.0,0.0,0.0,0.0,-0.00091067631001202,0.0,0.0,0.0,0.0,0.0,0.0,-0.002555868775974645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016640374462239833,0.0,0.0,0.0,0.0,0.0,0.0,-0.003219954829979268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003993868538540824,0.0,0.0,0.0,0.0,0.0,-0.0022228891735951856,0.0,0.0,0.0,0.0,0.0,-0.0018213411742722743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8760,0.0,0.0,0.0,0.0,-0.0003001116011964759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000285988970694831,-0.0002582371257383049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007613179431143128,0.0,0.0,0.0,0.0,-0.00041045298457680676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007449784365102696,0.0,0.0,0.0,0.0,-0.0026441141959693895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003629685655036352,0.0,0.0,0.0,0.0,0.0,-0.0010119321621870386,0.0,0.0,0.0,0.0,0.0,0.0,-0.002771758049170497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013665055827070832,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034050272134940433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003960344682582835,0.0,0.0,0.0,0.0,0.0,-0.0020515317639170708,0.0,0.0,0.0,0.0,0.0,-0.001922809040459661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004085556142192411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004923074003520662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006630235476471312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004445023242582683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003215446972184852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003405435924816137,0.0,0.0,0.0,0.0,0.0,-0.002634662823075915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.540288804897918e-05,0.0,-0.0004203215823963208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00031387727622075607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006887701893603256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014155282774467193,0.0,0.0,0.0,0.0,0.0,-0.0009087720489185866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032487953483443088,0.0,0.0,0.0,0.0,0.0,-0.000896419732314177,0.0,0.0,0.0,0.0,0.0,-0.00028386913661047376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8762,0.0,0.0,0.0,-0.000717238101008678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004625544276143259,0.0,-0.0011536438790640527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000426109207481119,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024677993197311245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004606491280135912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005125570330080659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006261607864922358,0.0,0.0,0.0,0.0,0.0,-0.0007861471287994037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004616323384604481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005844771171095466,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030588168943444373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001982657652367209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026917272696212234,0.0,0.0,0.0,0.0,0.0,-0.0027710365010792017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018385630801628586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00032695542610212004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00046814305048575,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031100158855861277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021533613574142825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025119884588771383,0.0,0.0,0.0,0.0,0.0,-0.002866995205478697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019885339875437766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038262014656402395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016146712793626552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029435915041825522,0.0,0.0,0.0,0.0,-0.0018729995178589478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00146557274914641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00033174884975926554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003524438478024322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016701996825000368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003047159423276612,0.0,0.0,0.0,0.0,-0.0016607429779701317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013118945356764052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
